external_gene_name,T_Penn_3,T_Penn_6,T_Penn_8,T_Penn_9,T_Penn_14,T_Penn_16,T_Penn_27,PT_Penn_15,PT_Penn_17,PT_Penn_18,PT_Penn_24,PT_Penn_25,PT_Penn_28,PT_Penn_4,PT_Penn_10
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RN7SL518P,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-741P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL683P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC119674.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068718.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL28,639,1171,1255,1376,1193,837,55,746,545,558,124,783,33,247,2399
SNORD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TIMM13,1,8,13,16,11,18,0,13,6,5,2,3,0,0,42
RP11-120K18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-272P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL121748.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL75P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U4atac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-108P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHNYN,21,65,26,62,23,85,4,25,45,14,1,70,1,2,237
RNA5SP482,0,1,0,2,0,1,0,0,0,0,0,2,0,0,2
SNORD18B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-24P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC110611.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBX1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC098847.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESTIT1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC087433.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC116038.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL308P,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SNORD41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL4P,207,598,440,526,338,675,114,336,467,409,148,601,73,136,827
Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL812P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1288P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU5F-1,0,0,0,0,0,5,0,0,0,0,0,3,0,0,12
SNORD115-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC078881.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snoZ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNOT3,1,68,37,41,19,51,4,17,12,18,6,29,2,1,103
AC007682.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL726P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL288P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005480.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CTD-2561J22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP003354.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC116165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1306P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL158040.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-771P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-52P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF619,1,3,0,5,9,9,0,7,1,2,0,3,0,0,33
Y_RNA,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
RNU6-612P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL353141.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNY4P19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL136221.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR550A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL096700.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snoZ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP289,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
MIR585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL591034.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-503P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL354P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL331P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-865P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1117P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010970.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-628P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC215219.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC022819.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-103P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP507,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
RN7SL743P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HTR3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRF-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-548P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005549.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNVU1-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,2,0,0,0,0,0,0,0,1,0,1,0,0,17
SNORD105,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNVU1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC116533.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA80B,0,0,1,0,0,4,0,0,1,0,0,15,0,0,11
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD113-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC108137.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL591379.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL130P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL389915.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104692.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC243772.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC12P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR449B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC022120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1E2,0,1,2,5,12,0,0,0,0,0,0,3,0,0,8
MIR1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-45P,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
RNU7-74P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1308P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC018628.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-448P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC243980.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCD4,0,2,0,2,0,2,0,0,0,0,0,1,0,0,6
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MX2,21,289,86,89,52,116,1,33,83,40,9,119,5,12,236
WT1-AS_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMRP,4,33,33,19,3,119,27,24,64,5,10,93,2,3,147
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL132780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-351P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL713997.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL353803.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016194.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL196P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC131011.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-948P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR320C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092038.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC097506.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL634P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC090825.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL603766.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1018P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-19P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-925P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL390788.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-680F8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA75,0,7,14,1,0,66,7,8,21,0,0,32,0,0,75
Y_RNA,0,1,1,1,1,0,0,0,1,0,0,1,0,0,6
RNU6ATAC18P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010887.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAOA-AS1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR181B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL425P,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AP006564.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC025594.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-738P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1203P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1272P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL139429.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-140P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL198P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-540P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOM1,3,130,52,14,16,50,9,32,22,14,1,64,0,2,82
RNU6-447P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR208A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL601P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-112P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR199A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC3P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
RSBN1,8,105,18,32,31,67,5,16,13,21,4,34,0,5,139
uc_338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092380.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL138706.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP000347.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
RNU7-167P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-103P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004819.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-98P,0,1,3,1,0,6,1,3,0,0,0,5,0,0,7
RN7SL338P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-55P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC117372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-213P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKIB1,9,58,20,38,26,83,5,15,20,23,2,25,0,3,188
RNA5SP232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL184P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1137P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL139021.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU11-6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL569P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP151,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
snoZ40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR378A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104073.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNY3P13,0,5,0,8,0,0,0,0,0,0,0,0,0,0,12
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL359955.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTLL10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC055873.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP000478.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1153P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNY4P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-641P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1337P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-182J1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-45P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RNU6-1188P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAPSA,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,1,0,3,0,0,0,0,0,0,0,2,0,0,6
RNU6-633P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL173P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-703P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-143P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL438P,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
MIR520A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL388P,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RNU6-1235P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL731P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL413P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL589947.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011357.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL590007.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL658P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1066P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL606923.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-154P,0,0,0,1,0,2,1,1,0,0,0,2,0,0,2
AL355388.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL111P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STXBP5L,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
RNU6-101P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR8069-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-323K23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL371P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1245A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC126281.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-401P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL484P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-798P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL113P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL466P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-833P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS16,0,6,14,3,5,22,0,2,6,2,0,10,0,3,58
RN7SL186P,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-123P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1090P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1215P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP000866.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR8081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL162711.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL5P,120,227,149,174,60,77,21,37,197,191,17,89,11,96,281
MIR8073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD58B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR329-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL260P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL713999.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL353P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC024084.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uc_338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD113-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL515P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC010655.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKRYP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC100756.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL356P,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
AC008598.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-191P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL738P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-164P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL157372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-102P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5S11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC069243.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL165P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRWD1,17,87,51,70,36,183,4,25,48,52,6,72,1,1,475
RNU6-224P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA11-AS1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMT1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL391123.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AL137855.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC103794.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RNU6-1097P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-69E11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
